Status,Nombre linea,Nombre Variedad,Ciclo,Pedigree,Genealogia,CRIADERO,Origen,grupo
Linea,J12702,,Short,B11000/BBIG,AI:29566-10J-2J-0J-0J-4J-0J,INTA,PM-2012 - 999,3
Linea,J12703,,Short,B11000/ONIX,AI:29575-3J-4J-0J-0J-2J-0J,INTA,PM-2012 - 1000,3
Linea,J12704,,Short,B11000/ONIX,AI:29575-3J-4J-0J-0J-4J-0J,INTA,PM-2012 - 1001,3
Linea,J12705,,Short,R04003/BI1001,AI:29594-2J-4J-0J-0J-2J-0J,INTA,PM-2012 - 1002,3
Linea,J12706,,Short,R04003/BI1001,AI:29594-2J-4J-0J-0J-4J-0J,INTA,PM-2012 - 1003,3
Linea,J12707,,Short,R04003/BI1001,AI:29594-6J-4J-0J-0J-2J-0J,INTA,PM-2012 - 1004,3
Linea,J12708,,Short,ACA303/T00105//BAGP13,AIT:29690-4J-5J-0J-0J-2J-0J,INTA,PM-2012 - 1005,3
Linea,J12709,,Short,ACA303/T00105//BAGP13,AIT:29690-6J-4J-0J-0J-2J-0J,INTA,PM-2012 - 1006,3
Linea,J12710,,Short,JN01005/P04519//ONIX,AIT:29726-10J-7J-0J-2J-0J,INTA,PM-2012 - 1007,3
Linea,J12711,,Short,JN02004/T00114//JN04001,AIT:29742-7J-2J-0J-0J-2J-0J,INTA,PM-2012 - 1008,3
Linea,J12712,,Short,B12702/BI1000,Bw:6692-0-3J-3J-0J-0J-2J-0J,INTA,PM-2012 - 1009,3
Linea,J12713,,Short,B12702/BI1000,Bw:6692-0-3J-3J-0J-0J-3J-0J,INTA,PM-2012 - 1010,3
Linea,J12714,,Short,B12702/KLCJ,Bw:6694-0-2J-4J-0J-0J-2J-0J,INTA,PM-2012 - 1011,3
Linea,J12715,,Short,B10901/V00770,Bw:6720-0-2J-6J-0J-0J-2J-0J,INTA,PM-2012 - 1012,3
Linea,J12716,,Short,B10901/V00770,Bw:6720-0-2J-6J-0J-0J-3J-0J,INTA,PM-2012 - 1013,3
Linea,J12717,,Short,KLDF/BSÑO/3/KLDF/BBSIL//KLDF/BGPO,AMJ:29855-3J-8J-0J-0J-3J-0J,INTA,PM-2012 - 1014,3
Linea,J12718,,Short,PRL/2*PASTOR,CGSS97Y00034M-099TOPB-027Y-099MY-099M-27Y-0B-1J-0J,INTA,PM-2012 - 1015,3
Linea,J12719,,Short,WHEAR//2*PRL/2*PASTOR,CGSS03B00090T-099Y-099MY-099Y-099M-6WGY-0B-3B-1J-0J,INTA,PM-2012 - 1016,3
Linea,J12720,,Short,WHEAR//2*PRL/2*PASTOR,CGSS03B00090T-099Y-099MY-099Y-099M-6WGY-0B-6B-1J-0J,INTA,PM-2012 - 1017,3
Linea,J12721,,Short,WAXWING/6/PVN//CAR422/ANA/5/BOW/CROW//BUC/PVN/3/YR/4/…,CGSS05Y00363S-099Y-099M-099NJ-099NJ-6WGY-0B-1J-0J,INTA,PM-2012 - 1018,3
Linea,J12722,,Short,WBLL1/KUKUNA//TACUPETO F2001/5/WAXWING/4/SIN/TRAP#1/3/…,CMSS05B00053S-099Y-099M-099Y-099ZTM-19WGY-0B-1J-0J,INTA,PM-2012 - 1019,3
Linea,J12723,,Short,CAL/NH//H567.71/3/SERI/4/CAL/NH//H567.71/5/2*KAUZ/6/…,CMSS05B00592S-099Y-099M-099Y-099ZTM-17WGY-0B-1J-0J,INTA,PM-2012 - 1020,3
Linea,J12724,,Short,ROLF07/YANAC//TACUPETO F2001/BRAMBLING,CGSS05B00121T-099TOPY-099M-099NJ-4WGY-0B-1J-0J,INTA,PM-2012 - 1021,3
Linea,J12725,,Short,TRCH/SRTU/5/KAUZ//ALTAR84/AOS/3/MILAN/KAUZ/4/HUITES,CGSS05B00189T-099TOPY-099M-099NJ-7WGY-0B-1J-0J,INTA,PM-2012 - 1022,3
Linea,J12726,,Short,"TRCH*2/7/TNMU/6/CEP80111/CEP81165/5/IAC5/4/YKT406/3/AG/,,,",CGSS05B00191T-099TOPY-099M-099Y-099ZTM-6WGY-0B-1J-0J,INTA,PM-2012 - 1023,3
Linea,J12727,,Short,PBW343*2/KUKUNA//SRTU/3/PBW343*2/KHVAKI,CGSS05B00261T-099TOPY-099M-099NJ-099NJ-8WGY-0B-1J-0J,INTA,PM-2012 - 1024,3
Linea,J12728,,Short,PBW343*2/KHVAKI//PARUS/3/PBW343/PASTOR,CGSS05B00271T-099TOPY-099M-099NJ-099NJ-17WGY-0B-1J-0J,INTA,PM-2012 - 1025,3
Linea,J12729,,Short,BAV92//IRENA/KAUZ/3/HUITES/4/DOLL,CMSS05B00188S-099Y-099M-099Y-099ZTM-18WGY-0B-1J-0J,INTA,PM-2012 - 1026,3
Linea,J12730,,Short,TRCH//PRINIA/PASTOR,CMSS05B00574S-099Y-099M-099Y-099ZTM-10WGY-0B-1J-0J,INTA,PM-2012 - 1027,3
Linea,J12731,,Short,WAXWING/6/PVN//CAR422/ANA/5/BOW/CROW//BUC/PVN/3/YR/…,CGSS05Y00220T-099TOPY-099M-099NJ-099NJ-2WGY-0B-1J-0J,INTA,PM-2012 - 1028,3
Linea,J12732,,Short,ATTILA*2/PBW65//KIRITATI/3/WAXWING/KIRITATI,CGSS05B00299T-099TOPY-099M-099Y-099ZTM-19WGY-0B-1J-0J,INTA,PM-2012 - 1029,3
Linea,J12734,,Short,BABAX/LR42//BABAX/3/VORB,CMSA05M00103S-040ZTM-040ZTY-13ZTM-02Y-0B-1J-0J,INTA,PM-2012 - 1031,3
Linea,J12735,,Short,VORB/4/D67.2PARANA 66.270//AE.SQ.(320)/3/…,CMSA05M00149S-040ZTM-040ZTY-11ZTM-02Y-0B-1J-0J,INTA,PM-2012 - 1032,3
Linea,J12736,,Short,CHAPIO/3/BORL95/2*EXCALIBUR//WXCALIBUR,CMSA05Y00273S-040ZTPOY-040ZTM-040SY-7ZTM-03Y-0B-1J-0J,INTA,PM-2012 - 1033,3
Linea,J12737,,Short,CHAPIO/3/BORL95/2*EXCALIBUR//EXCALIBUR,CMSA05Y00273S-040ZTPOY-040ZTM-040SY-11ZTM-02Y-0B-1J-0J,INTA,PM-2012 - 1034,3
Linea,J12738,,Short,CHAPIO/3/BORL95/2*EXCALIBUR//EXCALIBUR,CMSA05Y00273S-040ZTPOY-040ZTM-040SY-12ZTM-01Y-0B-1J-0J,INTA,PM-2012 - 1035,3
Linea,J12739,,Short,SOKOLL/MIRIAM 41,CMSA05Y00309S-040ZTPOY-040ZTM-040SY-13ZTM-03Y-0B-1J-0J,INTA,PM-2012 - 1036,3
Linea,J12740,,Short,PASA/SAET/4/KABY/BAV92/3/CROC_1/AE.SQ.(224)//…,CMSA05Y01146T-040ZTPOY-040ZTM-040SY-8ZTM-04Y-0B-1J-0J,INTA,PM-2012 - 1037,3
Linea,J12741,,Short,SOKOLL*2/3/BABAX/LR42//BABAX,CMSA05Y01225T-040ZTPOY-040ZTM-040SY-9ZTM-01Y-0B-1J-0J,INTA,PM-2012 - 1038,3
Linea,J12742,,Short,SOKOLL*2/3/BABAX/LR42//BABAX,CMSA05Y01225T-040ZTPOY-040ZTM-040SY-9ZTM-04Y-0B-1J-0J,INTA,PM-2012 - 1039,3
Linea,J12743,,Short,SOKOLL*2/3/BABAX/LR42//BABAX,CMSA05Y01225T-040ZTPOY-040ZTM-040SY-12ZTM-04Y-0B-1J-0J,INTA,PM-2012 - 1040,3
Linea,J12744,,Short,BABAX/KIS93U76//BABAX/4/MILAN/KAUZ//PRINIA/3/BAV92,CMSA04M00081S-040ZTPOY-040ZTM-040SY-2ZTM-02Y-0B-1J-0J,INTA,PM-2012 - 1041,3
Linea,J12745,,Short,VARIS//SKAUZ/BAV92/3/FRET2/KUKUNA//FRET2,CMSS05Y00474T-099TOPM-099Y-099M-099NJ-3RGY-0B-1J-0J,INTA,PM-2012 - 1042,3
Linea,J12746,,Short,WBLL1/KUKUNA//TACUPETO F2001/3/UP2338*2/VIVITSI,CMSS05B00507S-099Y-099M-099Y-099ZTM-2RGY-0B-1J-0J,INTA,PM-2012 - 1043,3
Linea,J12747,,Short,WBLL1/KUKUNA//TACUPETO F2001/3/UP2338*2/VIVITSI,CMSS05B00507S-099Y-099M-099Y-099ZTM-3RGY-0B-1J-0J,INTA,PM-2012 - 1044,3
Linea,J12748,,Short,CAL/NH//H567.71/3/SERI/4/CAL/NH//H567.71/5/2*KAUZ/6/…,CMSS05B00752S-099Y-099M-099Y-099ZTM-3RGY-0B-1J-0J,INTA,PM-2012 - 1045,3
Linea,J12749,,Short,UP2338/3/HE1/3*CNO79//2*SERI/4/RABE/2*MO88,CMSS05Y00168S-0B-099Y-099M-099Y-099ZTM-3RGY-0B-1J-0J,INTA,PM-2012 - 1046,3
Linea,J12750,,Short,TNMU/MILAN//MILAN/SHA7/3/ROLF07/4/WBLL1*2/TUKURU,CMSS05B01300T-099TOPY-099M-099Y-099ZTM-4RGY-0B-1J-0J,INTA,PM-2012 - 1047,3
Linea,J12751,,Short,VOROBEY,CMSS96Y02555S-040Y-020M-050SY-020SY-27M-0Y-1J-0J,INTA,PM-2012 - 1048,3
Linea,J12752,,Short,NSM*4/14-2//FRTL/2*FRTL/2*PIFED/3/VORB,CMSA05M00650T-050Y-040ZTM-040ZTY-21ZTM-02Y-0B-1J-0J,INTA,PM-2012 - 1049,3
Linea,J12753,,Short,BABAX/LR42//BABAX/3/BABAX/LR42//BABAX/4/…,CMSA05M00772T-050Y-040ZTM-040ZTY-8ZTM-03Y-0B-1J-0J,INTA,PM-2012 - 1050,3
Linea,J12754,,Short,BABAX/LR42//BABAX/3/BABAX/LR42//BABAX/4/…,CMSA05M00772T-050Y-040ZTM-040ZTY-3ZTM-02Y-0B-1J-0J,INTA,PM-2012 - 1051,3
Linea,J12755,,Short,FRET2*2/4/SIN/TRAP#1/3/KAUZ*2/TRAP//KAUZ/5/ONIX,CMSA05Y00325S-040ZP0Y-040ZTM-040SY-30ZTM-01Y-0B-1J-0J,INTA,PM-2012 - 1052,3
Linea,J12756,,Short,ONIX/ROLF07,CMSA05Y00336S-040ZTP0Y-040ZTM-040SY-8ZTM-02Y-0B-1J-0J,INTA,PM-2012 - 1053,3
Linea,J12757,,Short,ACHTAR/4/MILAN/KAUZ//PRINIA/3/BAV92,CMSA05Y00545S-040ZTP0Y-040ZTM-040SY-14ZTM-01Y-0B-1J-0J,INTA,PM-2012 - 1054,3
Linea,J12758,,Short,CNO79///PF0354/MUS/3/PASTOR/4/BAV92/5/FRET2/KUKUNA//…,CMSA05Y01011T-040M-040ZTP0Y-040ZTM-040SY-5ZTM-01Y-0B-1J-0J,INTA,PM-2012 - 1055,3
Linea,J12759,,Short,MILAN/KAUZ//PRINIA/3/BAV92/4/ATTILA/BAV92//PASTOR/5/…,CMSA05Y01022T-040M-040ZTP0Y-040ZTM-040SY-4ZTM-03Y-0B-1J-0J,INTA,PM-2012 - 1056,3
Linea,J12760,,Short,SOKOLL*2/TROST,CMSA05Y01186T-040M-040ZTP0Y-040ZTM-040SY-12ZTM-03Y-0B-1J-0J,INTA,PM-2012 - 1057,3
Linea,J12761,,Short,SOKOLL*2/TROST,CMSA05Y01186T-040M-040ZTP0Y-040ZTM-040SY-32ZTM-0Y-0B-1J-0J,INTA,PM-2012 - 1058,3
Linea,J12762,,Short,SOKOLL//PBW343*2/KUKUNBA/3/ATTILA/PASTOR,CMSA05Y01188T-040M-040ZTP0Y-040ZTM-040SY-2ZTM-01Y-0B-1J-0J,INTA,PM-2012 - 1059,3
Linea,J12763,,Short,SOKOLL*2/ROLF07,CMSA05Y01226T-040M-040ZTP0Y-040ZTM-040SY-2ZTM-04Y-0B-1J-0J,INTA,PM-2012 - 1060,3
Linea,J12764,,Short,GK ARON/AG SECO7846//2180/4/2*MILAN/KAUZ//PRINIA/3/…,CMSA05Y00954T-040M-040ZTP0Y-040ZTM-040SY-9ZTM-04Y-0B-1J-0J,INTA,PM-2012 - 1061,3
Linea,J12765,,Short,GK ARON/AG SECO7846//2180/4/2*MILAN/KAUZ//PRINIA/3/…,CMSA05Y00954T-040M-040ZTP0Y-040ZTM-040SY-15ZTM-01Y-0B-1J-0J,INTA,PM-2012 - 1062,3
Linea,J12766,,Short,SOKOLL//FRTL/2*PIFED,CMSA04M00552S-040ZTP0Y-040ZTM-040SY-2ZTM-03Y-0B-1J-0J,INTA,PM-2012 - 1063,3
Linea,J12767,,Short,SOKOLL//FRTL/2*PIFED,CMSA04M00552S-040ZTP0Y-040ZTM-040SY-19ZTM-03Y-0B-1J-0J,INTA,PM-2012 - 1064,3
Linea,J12768,,Short,BAV92/SERI,CMSS96Y04084S-0Y-1B-46TLA.0B-0Y-39B-0Y-39B-0Y-0Y-040Y040ZTM-040SY-17ZTM-03Y…-1J-0J,INTA,PM-2012 - 1065,3
Linea,J12769,,Short,ROLF07/3/T.DICOCCON PI94625/AE.SQ.(372)//…,CMSA05Y00178S-040ZTY-040ZTM-040Y-4ZTM-04Y-0B-1J-0J,INTA,PM-2012 - 1066,3
Linea,J12770,,Short,ROLF07/3/T.DICOCCON PI94625/AE.SQ.(372)//…,CMSA05Y00178S-040ZTY-040ZTM-040Y-6ZTM-02Y-0B-1J-0J,INTA,PM-2012 - 1067,3
Linea,J12771,,Short,ATTILA/BAC92//PASTOR/3/ATTILA*2/PBW65,CMSA04M00070S-040ZTB-040ZTY-040ZTM-040SY-13ZTM-04Y-0B-1J-0J,INTA,PM-2012 - 1068,3
Linea,J12772,,Short,CUNNINGHAM/4/SIN/TRAP#1/3/KAUZ*2/TRAP//KAUZ,CMSA04M00088S-040ZTB-040ZTY-040ZTM-040SY-3ZTM-01Y-0B-1J-0J,INTA,PM-2012 - 1069,3
Linea,J12773,,Short,ESDA/KKTS,CMSA04M00178S-040LNB-040ZTY-040ZTM-040SY-5ZTM-04Y-0B-1J-0J,INTA,PM-2012 - 1070,3
Linea,J12774,,Short,GOUBARA-1/2*SKOLL,CMSA04M01020T-050Y-040ZTP0M-040ZTY-040ZTM-040SY-12ZTM-02Y-0B-1J-0J,INTA,PM-2012 - 1071,3
Linea,J12775,,Short,SOKOLL*2/3/PASTOR//MUNIA/ALTAR84,CMSA04M01131T-050Y-040ZTP0M-040ZTY-040ZTM-040SY-16ZTM-02Y-0B-1J-0J,INTA,PM-2012 - 1072,3
Linea,J12776,,Short,SOKOLL*2/4/CHEN/AE.SQ.(TAUS)//FCT/3/STAR,CMSA04M01132T-050Y-040ZTP0M-040ZTY-040ZTM-040SY-5ZTM-03Y-0B-1J-0J,INTA,PM-2012 - 1073,3
Linea,J12777,,Short,GONDO//WBLL1*2/TUKURU/4/GONDO//SHA5/WEAVER/3/PASTOR,CMSA05M00607T-050Y-0134ZTM-040ZTY-44ZTM-04Y-0B-1J-0J,INTA,PM-2012 - 1074,3
Linea,J12778,,Short,R04003/BAGP13,AI:29593-7J-4J-0J-0J-2J-0J,INTA,PM-2012 - 1075,3
Linea,J12779,,Short,BI1001/R04004,AI:29369-3J-2J-0J-0J-2J-0J,INTA,PM-2012 - 1076,3
Linea,J12780,,Short,J03002/BMJP,AI:29472-3J-3J-0J-0J-2J-0J,INTA,PM-2012 - 1077,3
Linea,J12781,,Short,J03002/BMJP,AI:29472-3J-3J-0J-0J-4J-0J,INTA,PM-2012 - 1078,3
Linea,J13001,,Long,BI1002/BI1001//BAGP11,AIT:29617-J36-J1-J1-J0,INTA,PM-2012 - 35,3
Linea,J13002,,Long,BI1005/KLPRT//BAGP11,AIT:29737-J72-J1-J1-J0,INTA,PM-2012 - 39,3
Linea,J13003,,Long,NOGAL/BI1002,AI:29946-J49-J1-J1-J0,INTA,PM-2012 - 78,3
Linea,J13007,,Intermediate,BI1005/KLPRT//BAGP11,AIT:29737-J20-J1-J1-J1-J0,INTA,PM-2012 - 310,3
Linea,J13008,,Intermediate,BI1005/KLPRT//BAGP11,AIT:29737-J38-J1-J1-J1-J0,INTA,PM-2012 - 312,3
Linea,J13009,,Intermediate,NOGAL/BI1002,AI:29946-J41-J1-J1-J1-J0,INTA,PM-2012 - 358,3
Linea,J13010,,Intermediate,NOGAL/BI1002,AI:29946-J48-J1-J1-J1-J0,INTA,PM-2012 - 359,3
Linea,J13011,,Intermediate,NOGAL/BI1002,AI:29946-J56-J1-J1-J1-J0,INTA,PM-2012 - 361,3
Linea,J13013,,Short,BI2004/BMJP//BAG19,AIT:29773-J99-J1-J1-J1-J0,INTA,PM-2012 - 696,3
Linea,J13014,,Short,BI2002/P04473//NOGAL,AI:30364-J73-J1-J1-J1-J0,INTA,PM-2012 - 768,3
Linea,J13031,,Long,LOV26//LFN/SDY(ES84-24)/3/SERI/4/FDL494/5/LCR/SERI/3/MEX-DW/BACA//VONA,ICWH99008-0AP-0AP-0AP-2E-0E-3E-0E-0J,INTA,J2012-90001,3
Linea,J13032,,Long,VORONA/KAUZ//L 293-91 K 14/3/SPN/NAC//ATTILA,ICWH99-0405-0AP-0AP-0AP-2E-0E-2E-0E-0J,INTA,J2012-90003,3
Linea,J13033,,Long,TRAP#1/YACO/3/KAUZ*2/TRAP//KAUZ/4/KINACI97,TCI991279-030YE-0E-3E-0E-3E-0E-0J,INTA,J2012-90007,3
Linea,J13034,,Long,DUMBRAVITA/SPELTA2,BT 49/07-0J,INTA,J2012-90022,3
Linea,J13035,,Long,DUMBRAVITA/ALBATROS,BT 53/07-0J,INTA,J2012-90023,3
Linea,J13036,,Long,LIMAN,-0J,INTA,J2012-90027,3
Linea,J13037,,Long,NOVO ZVESDA,-0J,INTA,J2012-90029,3
Linea,J13038,,Long,KS920709B-5-2/2137//KS920709B5-2 ,BC98331-03$-2W-0J,INTA,J2012-90031,3
Linea,J13039,,Long,BC98334-04$-02$ ,KS920709B-5-2/Stanof//KS920709B5-2HWW-0J,INTA,J2012-90032,3
Linea,J13040,,Long,Yumar/Arlin,CO01385-A1-0J,INTA,J2012-90033,3
Linea,J13041,,Long,KS84273BB-10/KSSB110-9//KS831374-141B/YE1110/3/KS82W418/SPN,SD98W175-1-0J,INTA,J2012-90035,3
Linea,J13042,,Long,#575(LYFENKO)/JAGGER/4/KARL*2//PI355520/,KSU-KIN-A2-11-23-0J,INTA,J2012-90037,3
Linea,J13043,,Long,T67/X84W063-9-45//K92/3/SNF/4/X86509-1-1/X84W063-9-39-2//K93,KSU-KIN-A2-30-26-0J,INTA,J2012-90038,3
Linea,J13044,,Long,TX03M1096,MASON/JAGGERHRW-0J,INTA,J2012-90044,3
Linea,J13045,,Long,TX01V5136RC,TAM-200/JAGGERHRW-0J,INTA,J2012-90045,3
Linea,J13046,,Long,TX90V6313//TX94V3724(TAM-200 BC41254-1-8-1-1/TX86V1405,TX02A0252-0J,INTA,J2012-90046,3
Linea,J13047,,Long,TX89A7137/TIPACNAHRW-0J,TX03A0148,INTA,CRIADERO,3
Linea,J13048,,Long,TX04M410068,TX93D2385//2137/VERDEHRW-0J,INTA,J2012-90050,3
Linea,J13049,,Long,DONSKI-93,-0J,INTA,J2012-90085,3
Linea,J13050,,Long,DEYA,-0J,INTA,J2012-90087,3
Linea,J13051,,Long,SELYANKA,-0J,INTA,J2012-90090,3
Linea,J13052,,Long,GRK/KAUZ//PYN/BAU/3/KIRGIZ95,TCI992451-030YE-0E-1E-0E-6E-0E-0J,INTA,J2012-90127,3
Linea,J13053,,Long,SPN/3/CROC1/AE.SQ.(224)//2*OPATA/6/QT254/RAY66//MXP65/3/GRK/4/YMH/TOB//MCD/3/LIRA/5/F4141W1.13,TCI992488-030YE-0E-4E-0E-2E-0E-0J,INTA,J2012-90128,3
Linea,J13054,,Long,LITERA,-0J,INTA,J2012-90136,3
Linea,J13055,,Long,GLOSA,-0J,INTA,J2012-90137,3
Linea,J13056,,Long,ARIJA,-0J,INTA,J2012-90141,3
Linea,J13057,,Long,F00429GP1,TCI950019-0J,INTA,J2012-90154,3
Linea,J13058,,Long,BAG10/BI1002,AI:20901-2J-1J-1J-J1-0J,INTA,J2012-60007,3
Linea,J13059,,Long,BAG10/BI1002,AI:20901-2J-2J-1J-J1-0J,INTA,J2012-60008,3
Linea,J13060,,Long,BAG10/BI1002,AI:20901-2J-3J-2J-J2-0J,INTA,J2012-60010,3
Linea,J13061,,Long,BAG10/BI1002,AI:20901-2J-3J-2J-J3-0J,INTA,J2012-60011,3
Linea,J13062,,Long,BAG10/BI1002,AI:20901-2J-3J-2J-J4-0J,INTA,J2012-60012,3
Linea,J13063,,Long,BAG10/BI1002,AI:20901-2J-4J-1J-J1-0J,INTA,J2012-60015,3
Linea,J13064,,Long,BAG10/BI1002,AI:20901-2J-4J-1J-J5-0J,INTA,J2012-60019,3
Linea,J13066,,Long,BAGP11//PPTAL/PVN Lr47,AI:29099-4J-2J-2J-J2-0J,INTA,J2012-60031,3
Linea,J13067,,Long,BAGP11//PPTAL/PVN Lr47,AI:29099-4J-2J-5J-J1-0J,INTA,J2012-60038,3
Linea,J13068,,Long,BAGP11//PPTAL/PVN Lr47,AI:29099-4J-3J-1J-J1-0J,INTA,J2012-60043,3
Linea,J13069,,Long,BAGP11//PPTAL/PVN Lr47,AI:29099-4J-3J-3J-J2-0J,INTA,J2012-60046,3
Linea,J13070,,Long,BAGP11//PPTAL/PVN Lr47,AI:29099-4J-3J-4J-J1-0J,INTA,J2012-60050,3
Linea,J13071,,Long,BAGP11//PPTAL/PVN Lr47,AI:29099-4J-3J-5J-J3-0J,INTA,J2012-60056,3
Linea,J13072,,Long,BAGP11//PPTAL/PVN Lr47,AI:29099-4J-3J-5J-J5-0J,INTA,J2012-60058,3
Linea,J13073,,Long,BAGP11//PPTAL/PVN Lr47,AI:29099-4J-3J-6J-J1-0J,INTA,J2012-60059,3
Linea,J13074,,Long,BAGP11//PPTAL/PVN Lr47,AI:29099-4J-3J-7J-J1-0J,INTA,J2012-60066,3
Linea,J13075,,Long,BAGP11//PPTAL/PVN Lr47,AI:29099-4J-7J-2J-J1-0J,INTA,J2012-60092,3
Linea,J13076,,Long,BAGP11//PPTAL/PVN Lr47,AI:29099-4J-7J-2J-J2-0J,INTA,J2012-60093,3
Linea,J13077,,Long,PPTAL//PPTAL/PVN Lr47,AI:29129-8J-1J-1J-J2-0J,INTA,J2012-60095,3
Linea,J13078,,Long,PPTAL//PPTAL/PVN Lr47,AI:29129-8J-1J-1J-J7-0J,INTA,J2012-60100,3
Linea,J13079,,Long,BAG19/KLPRT//JN04014,AIT:30288-0J-0J-4J-3J-0J,INTA,J2012-61012,3
Linea,J13081,,Long,PPTAL/PVN Lr47//BI3003,AI:29590-2J-3J-3J-1J-J2-0J,INTA,J2012-70008,3
Linea,J13082,,Long,PPTAL/PVN Lr47//BI3003,AI:29590-2J-3J-3J-1J-J3-0J,INTA,J2012-70009,3
Linea,J13083,,Long,PPTAL/PVN Lr47//BI3003,AI:29590-2J-3J-3J-2J-J1-0J,INTA,J2012-70010,3
Linea,J13084,,Long,PPTAL/PVN Lr47//BI3003,AI:29590-2J-3J-3J-2J-J2-0J,INTA,J2012-70011,3
Linea,J13085,,Long,BAG19/KLPRT//JN04014,AIT:30288-0J-0J-4J-5J-0J,INTA,J2012-61014,3
Linea,J13086,,Long,BAG19/KLPRT//JN04014,AIT:30288-0J-0J-4J-6J-0J,INTA,J2012-61015,3
Linea,J13087,,Long,PPTAL/ONIX//BI1001,AIT:30307-0J-0J-4J-3J-0J,INTA,J2012-61026,3
Linea,J13088,,Long,BI3000/R04002//BI1001,AIT:30328-0J-0J-2J-3J-0J,INTA,J2012-61042,3
Linea,J13089,,Long,BI3000/R04002//BI1001,AIT:30328-0J-0J-2J-4J-0J,INTA,J2012-61043,3
Linea,J13090,,Long,BI3000/R04002//BI1001,AIT:30328-0J-0J-3J-2J-0J,INTA,J2012-61044,3
Linea,J13091,,Long,BI3000/R04002//BI1001,AIT:30328-0J-0J-3J-3J-0J,INTA,J2012-61045,3
Linea,J13092,,Long,BI1002/KLPRT//R04001,AIT:30346-0J-0J-2J-4J-0J,INTA,J2012-61054,3
Linea,J13093,,Long,BI1002/BI1003//P04695,AIT:30349-0J-0J-4J-2J-0J,INTA,J2012-61064,3
Linea,J13094,,Long,BI1002/BI1003//P04695,AIT:30349-0J-0J-4J-6J-0J,INTA,J2012-61068,3
Linea,J13095,,Long,BI1002/BI1003//P04695,AIT:30349-0J-0J-4J-9J-0J,INTA,J2012-61071,3
Linea,J13096,,Long,BI1002/BI1003//P04695,AIT:30349-0J-0J-4J-10J-0J,INTA,J2012-61072,3
Linea,J13097,,Long,B11001/R04001//NOGAL,AIT:30405-0J-0J-3J-2J-0J,INTA,J2012-61094,3
Linea,J13098,,Long,B11001/R04002//BI1002,AIT:30406-0J-0J-3J-2J-0J,INTA,J2012-61097,3
Linea,J13099,,Long,JN04016/BI3000//BI1002,AIT:30447-0J-0J-3J-2J-0J,INTA,J2012-61108,3
Linea,J13100,,Long,P04938/KLTAU//JN04016,AIT:30460-0J-0J-4J-2J-0J,INTA,J2012-61118,3
Linea,J13101,,Long,ITCZ/ACA303,Bw:7193-0J-0J-2J-2J-0J,INTA,J2012-61123,3
Linea,J13102,,Long,ITCZ/ACA303,Bw:7193-0J-0J-4J-2J-0J,INTA,J2012-61125,3
Linea,J13103,,Long,ITCZ/ACA303,Bw:7193-0J-0J-4J-3J-0J,INTA,J2012-61126,3
Linea,J13104,,Long,V00713/BI3000,Bw:7205-0J-0J-2J-2J-0J,INTA,J2012-61127,3
Linea,J13105,,Long,BI1003/BI1002//P04430,AIT:30353-0J-0J-3J-3J-0J,INTA,J2012-61302,3
Linea,J13106,,Long,BI2002/B08802//BI3000,AIT:30362-0J-0J-2J-2J-0J,INTA,J2012-61309,3
Linea,J13107,,Long,ICNDR/BCHAC//P04805,AIT:30390-0J-0J-4J-3J-0J,INTA,J2012-61339,3
Linea,J13108,,Long,ICNDR/BCHAC//BI2006,AIT:30390-0J-0J-4J-4J-0J,INTA,J2012-61341,3
Linea,J13109,,Long,ITCZ/ACA303,Bw:7193-0J-0J-3J-3J-0J,INTA,J2012-61449,3
Linea,J13110,,Long,BAGP11/KLPRT//T00114,AIT:30268-0J-0J-2J-2J-0J,INTA,J2012-61516,3
Linea,J13111,,Long,B11001/SNOG,Bw:7142-0J-0J-2J-2J-0J,INTA,J2012-61679,3
Linea,J13112,,Long,B11001/SNOG,Bw:7142-0J-0J-2J-2J-0J,INTA,J2012-61681,3
Linea,J13113,,Long,B11001/SNOG,Bw:7142-0J-0J-2J-3J-0J,INTA,J2012-61682,3
Linea,J13114,,Long,DESCONOCIDO,Bw:-0J-0J-2J-2J-0J,INTA,J2012-71011,3
Linea,J13115,,Long,JN04014/R04006,AI:29342-11J-0J-0J-4J-2J-0J,INTA,J2012-71035,3
Linea,J13116,,Long,P04308/ITOR,AI:29371-4J-0J-0J-3J-2J-0J,INTA,J2012-71038,3
Linea,J13117,,Long,P04537/ITOR,AI:29386-3J-0J-0J-2J-2J-0J,INTA,J2012-71039,3
Linea,J13118,,Long,P04573/R04004,AI:29391-7J-0J-0J-2J-2J-0J,INTA,J2012-71047,3
Linea,J13119,,Long,P04573/R04004,AI:29391-8J-0J-0J-2J-2J-0J,INTA,J2012-71050,3
Linea,J13120,,Long,KLGVN/JN03016//BI3004,AIT:29584-4J-0J-0J-3J-2J-0J,INTA,J2012-71085,3
Linea,J13121,,Long,J03004/R04004//ACA303,AIT:29685-3J-0J-0J-3J-2J-0J,INTA,J2012-71133,3
Linea,J13122,,Long,J03004/R04004//ACA303,AIT:29685-3J-0J-0J-3J-3J-0J,INTA,J2012-71134,3
Linea,J13123,,Long,J03004/R04004//ACA303,AIT:29685-3J-0J-0J-3J-4J-0J,INTA,J2012-71135,3
